[[1]]
          DRtg        ORtg Continuing_Players_WS48     OppeFGPer   OppTOVPer
62  (96.8,103] [52.5,97.1]         [-0.0371,0.202] (0.434,0.472] (12.4,14.3]
63 [66.1,96.8] [52.5,97.1]           (0.318,0.436] [0.299,0.434] (10.3,12.4]
64  (96.8,103]   (104,110]           (0.318,0.436] [0.299,0.434] (14.3,16.5]
65 [66.1,96.8] [52.5,97.1]         [-0.0371,0.202] [0.299,0.434]  [3.7,10.3]
66  (96.8,103]  (97.1,104]            (0.601,1.16] [0.299,0.434]  [3.7,10.3]
   WinsInLast15    TmTOVPer         TSPer Incoming_Players_WS48      TRBPer
1         (7,9]   (14,16.5]  (0.48,0.515]      [-0.0583,0.0478] (49.4,52.3]
2         (5,7]   (14,16.5] (0.515,0.546]         (0.142,0.206] (55.4,67.3]
3         (5,7] (16.5,27.8] (0.546,0.584]      [-0.0583,0.0478] (52.3,55.4]
4         [0,5]   (14,16.5]  (0.48,0.515]         (0.142,0.206] (46.3,49.4]
5         (5,7] (10.2,12.1]   [0.28,0.48]        (0.0874,0.142] [31.4,46.3]
6         (7,9] (10.2,12.1]   [0.28,0.48]        (0.0874,0.142] (52.3,55.4]
7         (7,9] (16.5,27.8]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
8         [0,5] (16.5,27.8] (0.584,0.752]        (0.0874,0.142] (52.3,55.4]
9         (7,9] (16.5,27.8]  (0.48,0.515]         (0.142,0.206] (55.4,67.3]
10        (5,7] (16.5,27.8] (0.515,0.546]         (0.142,0.206] (49.4,52.3]
11        (5,7] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (55.4,67.3]
12        [0,5]  [2.7,10.2] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
13        (7,9]   (12.1,14]  (0.48,0.515]         (0.206,0.546] (46.3,49.4]
14        (7,9] (10.2,12.1] (0.546,0.584]         (0.206,0.546] (55.4,67.3]
15        [0,5]  [2.7,10.2]   [0.28,0.48]         (0.142,0.206] (49.4,52.3]
16        (5,7]   (14,16.5] (0.515,0.546]         (0.206,0.546] (52.3,55.4]
17        (5,7] (16.5,27.8] (0.546,0.584]         (0.142,0.206] (52.3,55.4]
18        (7,9]   (14,16.5]  (0.48,0.515]         (0.206,0.546] [31.4,46.3]
19        [0,5] (10.2,12.1]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
20        (5,7] (16.5,27.8] (0.515,0.546]        (0.0874,0.142] (52.3,55.4]
21        (5,7] (10.2,12.1] (0.546,0.584]         (0.142,0.206] (52.3,55.4]
22        (5,7]  [2.7,10.2] (0.546,0.584]         (0.142,0.206] (55.4,67.3]
23        [0,5] (16.5,27.8] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
24        (5,7] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (46.3,49.4]
25        (7,9]   (12.1,14]   [0.28,0.48]        (0.0874,0.142] [31.4,46.3]
26       (9,11]   (14,16.5] (0.584,0.752]        (0.0874,0.142] (46.3,49.4]
27       (9,11] (16.5,27.8] (0.546,0.584]         (0.142,0.206] (55.4,67.3]
28        (5,7]  [2.7,10.2] (0.546,0.584]      [-0.0583,0.0478] (46.3,49.4]
29        (5,7]  [2.7,10.2]   [0.28,0.48]        (0.0874,0.142] [31.4,46.3]
30        [0,5] (10.2,12.1]   [0.28,0.48]      [-0.0583,0.0478] (46.3,49.4]
31        (7,9]  [2.7,10.2] (0.584,0.752]         (0.206,0.546] (55.4,67.3]
32        (7,9] (16.5,27.8] (0.515,0.546]         (0.142,0.206] (52.3,55.4]
33        (7,9]  [2.7,10.2] (0.515,0.546]         (0.142,0.206] [31.4,46.3]
34        [0,5] (16.5,27.8] (0.546,0.584]       (0.0478,0.0874] (55.4,67.3]
35        (5,7] (10.2,12.1] (0.546,0.584]         (0.206,0.546] (52.3,55.4]
36        (5,7]   (14,16.5] (0.584,0.752]      [-0.0583,0.0478] (52.3,55.4]
37        (7,9]   (12.1,14] (0.515,0.546]         (0.206,0.546] (55.4,67.3]
38       (9,11]   (12.1,14] (0.584,0.752]         (0.206,0.546] [31.4,46.3]
39        (5,7] (16.5,27.8]   [0.28,0.48]       (0.0478,0.0874] (46.3,49.4]
40        (5,7]   (12.1,14]   [0.28,0.48]      [-0.0583,0.0478] [31.4,46.3]
41        (5,7] (10.2,12.1] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
42        (5,7]   (12.1,14] (0.515,0.546]       (0.0478,0.0874] (52.3,55.4]
43        [0,5]  [2.7,10.2]  (0.48,0.515]         (0.206,0.546] [31.4,46.3]
44       (9,11] (10.2,12.1] (0.584,0.752]      [-0.0583,0.0478] (55.4,67.3]
45       (9,11]  [2.7,10.2]  (0.48,0.515]        (0.0874,0.142] (52.3,55.4]
46        (7,9]   (12.1,14] (0.546,0.584]      [-0.0583,0.0478] (55.4,67.3]
47        (5,7] (16.5,27.8] (0.584,0.752]       (0.0478,0.0874] (55.4,67.3]
48      (11,15]   (14,16.5]  (0.48,0.515]         (0.206,0.546] (55.4,67.3]
49        [0,5]   (12.1,14]   [0.28,0.48]         (0.206,0.546] (55.4,67.3]
50        (7,9]   (12.1,14]  (0.48,0.515]        (0.0874,0.142] [31.4,46.3]
51        [0,5] (16.5,27.8] (0.515,0.546]       (0.0478,0.0874] (55.4,67.3]
52        (5,7]   (14,16.5] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
53        (5,7]   (12.1,14] (0.515,0.546]        (0.0874,0.142] (52.3,55.4]
54        (7,9] (10.2,12.1]  (0.48,0.515]       (0.0478,0.0874] (52.3,55.4]
55        (5,7]   (12.1,14] (0.584,0.752]       (0.0478,0.0874] (55.4,67.3]
56        [0,5]  [2.7,10.2]   [0.28,0.48]         (0.142,0.206] (46.3,49.4]
57       (9,11] (16.5,27.8] (0.584,0.752]       (0.0478,0.0874] (55.4,67.3]
58        (7,9]  [2.7,10.2] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
59       (9,11]   (12.1,14]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
60        (7,9] (10.2,12.1]  (0.48,0.515]         (0.206,0.546] (55.4,67.3]
61        (7,9] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (49.4,52.3]
62        [0,5] (16.5,27.8]  (0.48,0.515]       (0.0478,0.0874] (49.4,52.3]
63        [0,5]  [2.7,10.2]   [0.28,0.48]         (0.142,0.206] [31.4,46.3]
64       (9,11]   (12.1,14] (0.515,0.546]         (0.206,0.546] [31.4,46.3]
65       (9,11] (16.5,27.8]   [0.28,0.48]         (0.206,0.546] (52.3,55.4]
66       (9,11]   (14,16.5]  (0.48,0.515]      [-0.0583,0.0478] (55.4,67.3]
        BLKPer      STLPer Leaving_Players_WS48 Team_Prospect  Home
1      (6,7.9] (11.1,20.2]        (0.123,0.202]  (-5.3,-1.15] False
2   (7.9,10.3]    (9,11.1]      (0.0326,0.0755]       (2.4,6]  True
3   (7.9,10.3] (11.1,20.2]        (0.123,0.202]   (-1.15,2.4]  True
4  (10.3,23.7]   (5.7,7.5]        (0.202,0.747]    [-15,-5.3] False
5  (10.3,23.7]     (7.5,9]      [-0.097,0.0326]   (-1.15,2.4]  True
6   (7.9,10.3]     [1,5.7]      (0.0326,0.0755]  (-5.3,-1.15]  True
7      (6,7.9] (11.1,20.2]      [-0.097,0.0326]  (-5.3,-1.15] False
8      (4.1,6]     (7.5,9]       (0.0755,0.123]  (-5.3,-1.15]  True
9  (10.3,23.7]     [1,5.7]      (0.0326,0.0755]       (2.4,6] False
10     (6,7.9]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4] False
11  (7.9,10.3]     [1,5.7]        (0.202,0.747]    [-15,-5.3]  True
12     (4.1,6]   (5.7,7.5]      [-0.097,0.0326]  (-5.3,-1.15] False
13     (6,7.9]     [1,5.7]       (0.0755,0.123]  (-5.3,-1.15] False
14  (7.9,10.3]   (5.7,7.5]        (0.123,0.202]       (2.4,6] False
15     (6,7.9]     (7.5,9]        (0.123,0.202]    [-15,-5.3] False
16     (4.1,6]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4]  True
17     [0,4.1]     [1,5.7]        (0.202,0.747]  (-5.3,-1.15] False
18 (10.3,23.7]    (9,11.1]      (0.0326,0.0755]   (-1.15,2.4]  True
19  (7.9,10.3]    (9,11.1]       (0.0755,0.123]    [-15,-5.3] False
20     [0,4.1]   (5.7,7.5]       (0.0755,0.123]  (-5.3,-1.15] False
21     (4.1,6]   (5.7,7.5]       (0.0755,0.123]   (-1.15,2.4]  True
22     (4.1,6] (11.1,20.2]      (0.0326,0.0755]       (2.4,6]  True
23     (4.1,6]     [1,5.7]      [-0.097,0.0326]    [-15,-5.3] False
24     (6,7.9]    (9,11.1]        (0.202,0.747]   (-1.15,2.4]  True
25  (7.9,10.3]    (9,11.1]        (0.123,0.202]      (6,17.5]  True
26 (10.3,23.7]    (9,11.1]      (0.0326,0.0755]   (-1.15,2.4]  True
27     (6,7.9]   (5.7,7.5]      [-0.097,0.0326]      (6,17.5]  True
28     (6,7.9]    (9,11.1]      [-0.097,0.0326]   (-1.15,2.4]  True
29     [0,4.1]   (5.7,7.5]        (0.123,0.202]       (2.4,6]  True
30  (7.9,10.3]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4] False
31 (10.3,23.7]    (9,11.1]        (0.202,0.747]       (2.4,6]  True
32     (4.1,6]     [1,5.7]        (0.123,0.202]  (-5.3,-1.15]  True
33     (4.1,6]    (9,11.1]        (0.123,0.202]   (-1.15,2.4] False
34     [0,4.1]     (7.5,9]      (0.0326,0.0755]  (-5.3,-1.15] False
35 (10.3,23.7]     [1,5.7]        (0.123,0.202]  (-5.3,-1.15]  True
36     (4.1,6]   (5.7,7.5]      [-0.097,0.0326]   (-1.15,2.4]  True
37     (4.1,6]   (5.7,7.5]      [-0.097,0.0326]   (-1.15,2.4]  True
38     (4.1,6]    (9,11.1]      (0.0326,0.0755]   (-1.15,2.4]  True
39 (10.3,23.7]    (9,11.1]      (0.0326,0.0755]   (-1.15,2.4]  True
40     [0,4.1]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4] False
41     [0,4.1]     (7.5,9]      [-0.097,0.0326]    [-15,-5.3] False
42     (4.1,6]     [1,5.7]        (0.123,0.202]  (-5.3,-1.15]  True
43     (4.1,6]    (9,11.1]        (0.202,0.747]  (-5.3,-1.15]  True
44     (6,7.9]     (7.5,9]      [-0.097,0.0326]      (6,17.5]  True
45     (4.1,6] (11.1,20.2]        (0.202,0.747]      (6,17.5] False
46     (4.1,6]     (7.5,9]      [-0.097,0.0326]   (-1.15,2.4]  True
47     (6,7.9]    (9,11.1]       (0.0755,0.123]  (-5.3,-1.15]  True
48     (6,7.9]     [1,5.7]       (0.0755,0.123]      (6,17.5] False
49     (6,7.9]   (5.7,7.5]        (0.123,0.202]    [-15,-5.3]  True
50 (10.3,23.7] (11.1,20.2]        (0.123,0.202]   (-1.15,2.4]  True
51     [0,4.1]   (5.7,7.5]      (0.0326,0.0755]    [-15,-5.3]  True
52 (10.3,23.7] (11.1,20.2]      [-0.097,0.0326]  (-5.3,-1.15]  True
53 (10.3,23.7] (11.1,20.2]       (0.0755,0.123]   (-1.15,2.4]  True
54  (7.9,10.3]     (7.5,9]        (0.123,0.202]       (2.4,6]  True
55     [0,4.1]     (7.5,9]       (0.0755,0.123]   (-1.15,2.4] False
56     (6,7.9] (11.1,20.2]        (0.202,0.747]    [-15,-5.3]  True
57 (10.3,23.7] (11.1,20.2]      [-0.097,0.0326]      (6,17.5]  True
58  (7.9,10.3] (11.1,20.2]      (0.0326,0.0755]   (-1.15,2.4] False
59     (4.1,6] (11.1,20.2]      [-0.097,0.0326]       (2.4,6] False
60  (7.9,10.3]    (9,11.1]       (0.0755,0.123]   (-1.15,2.4]  True
61 (10.3,23.7]     (7.5,9]      [-0.097,0.0326]       (2.4,6]  True
62  (7.9,10.3]   (5.7,7.5]       (0.0755,0.123]    [-15,-5.3]  True
63     (6,7.9]     [1,5.7]        (0.202,0.747]   (-1.15,2.4]  True
64 (10.3,23.7] (11.1,20.2]        (0.123,0.202]       (2.4,6]  True
65 (10.3,23.7]     (7.5,9]        (0.123,0.202]       (2.4,6]  True
66 (10.3,23.7]     [1,5.7]        (0.202,0.747]       (2.4,6] False
 [ reached 'max' / getOption("max.print") -- omitted 2955 rows ]

[[11]]
          DRtg        ORtg Continuing_Players_WS48     OppeFGPer   OppTOVPer
1    (109,116]   (117,147]         [-0.0371,0.202] (0.542,0.735] (12.4,14.3]
2   (96.8,103]   (110,117]            (0.601,1.16] (0.434,0.472]  [3.7,10.3]
3    (109,116]   (117,147]           (0.202,0.318] (0.542,0.735] (10.3,12.4]
4    (103,109]   (104,110]           (0.436,0.601] (0.472,0.506] (12.4,14.3]
5    (103,109]   (117,147]           (0.436,0.601] [0.299,0.434]  [3.7,10.3]
6    (109,116]   (104,110]           (0.202,0.318] (0.506,0.542] (10.3,12.4]
7  [66.1,96.8]   (104,110]           (0.318,0.436] [0.299,0.434] (10.3,12.4]
8    (116,146]   (110,117]         [-0.0371,0.202] (0.472,0.506]  [3.7,10.3]
9    (103,109]   (110,117]           (0.436,0.601] (0.506,0.542] (14.3,16.5]
10   (109,116] [52.5,97.1]           (0.318,0.436] (0.472,0.506] (14.3,16.5]
11   (116,146]   (117,147]           (0.436,0.601] (0.506,0.542] (12.4,14.3]
12   (116,146]  (97.1,104]           (0.436,0.601] (0.506,0.542] (10.3,12.4]
13  (96.8,103] [52.5,97.1]           (0.318,0.436] (0.542,0.735] (16.5,26.4]
14   (103,109]   (110,117]           (0.318,0.436] (0.472,0.506] (12.4,14.3]
15   (109,116]  (97.1,104]           (0.202,0.318] (0.472,0.506] (16.5,26.4]
16   (103,109]   (110,117]           (0.202,0.318] (0.506,0.542] (16.5,26.4]
17 [66.1,96.8]   (104,110]            (0.601,1.16] (0.472,0.506] (14.3,16.5]
18   (103,109] [52.5,97.1]           (0.318,0.436] (0.506,0.542] (16.5,26.4]
19 [66.1,96.8]   (110,117]           (0.318,0.436] [0.299,0.434] (12.4,14.3]
20   (103,109]   (110,117]           (0.436,0.601] (0.472,0.506] (16.5,26.4]
21   (103,109] [52.5,97.1]           (0.202,0.318] (0.472,0.506] (10.3,12.4]
22 [66.1,96.8]  (97.1,104]         [-0.0371,0.202] (0.472,0.506] (14.3,16.5]
23   (116,146]   (104,110]         [-0.0371,0.202] (0.542,0.735] (10.3,12.4]
24   (103,109]   (117,147]           (0.202,0.318] [0.299,0.434] (10.3,12.4]
25   (109,116]   (104,110]         [-0.0371,0.202] (0.542,0.735] (12.4,14.3]
26   (116,146]   (104,110]           (0.202,0.318] (0.542,0.735] (14.3,16.5]
27  (96.8,103]   (104,110]         [-0.0371,0.202] (0.434,0.472]  [3.7,10.3]
28 [66.1,96.8]  (97.1,104]         [-0.0371,0.202] [0.299,0.434] (10.3,12.4]
29 [66.1,96.8] [52.5,97.1]         [-0.0371,0.202] (0.434,0.472] (10.3,12.4]
30   (103,109] [52.5,97.1]         [-0.0371,0.202] (0.434,0.472]  [3.7,10.3]
31   (109,116]   (117,147]           (0.318,0.436] [0.299,0.434]  [3.7,10.3]
32  (96.8,103]   (110,117]           (0.202,0.318] (0.434,0.472] (10.3,12.4]
33   (116,146]   (117,147]           (0.318,0.436] (0.506,0.542] (10.3,12.4]
34   (109,116]   (110,117]           (0.436,0.601] (0.472,0.506] (10.3,12.4]
35   (103,109]   (110,117]           (0.202,0.318] (0.472,0.506] (10.3,12.4]
36   (116,146]   (117,147]            (0.601,1.16] (0.472,0.506]  [3.7,10.3]
37   (103,109]  (97.1,104]           (0.436,0.601] (0.434,0.472] (10.3,12.4]
38   (109,116]   (104,110]         [-0.0371,0.202] (0.434,0.472] (12.4,14.3]
39   (116,146]   (110,117]            (0.601,1.16] (0.472,0.506] (12.4,14.3]
40   (116,146]   (104,110]           (0.436,0.601] (0.542,0.735] (14.3,16.5]
41 [66.1,96.8] [52.5,97.1]           (0.436,0.601] (0.434,0.472] (16.5,26.4]
42   (103,109]   (117,147]           (0.202,0.318] (0.434,0.472] (16.5,26.4]
43   (116,146]   (104,110]           (0.318,0.436] (0.506,0.542] (12.4,14.3]
44   (103,109]   (117,147]           (0.436,0.601] (0.506,0.542] (16.5,26.4]
45   (116,146]   (117,147]           (0.318,0.436] (0.506,0.542] (10.3,12.4]
46  (96.8,103]  (97.1,104]           (0.436,0.601] (0.506,0.542] (16.5,26.4]
47  (96.8,103] [52.5,97.1]           (0.202,0.318] (0.434,0.472] (16.5,26.4]
48 [66.1,96.8]   (110,117]           (0.318,0.436] [0.299,0.434] (14.3,16.5]
49 [66.1,96.8]  (97.1,104]           (0.202,0.318] (0.434,0.472] (12.4,14.3]
50   (109,116] [52.5,97.1]           (0.318,0.436] (0.542,0.735] (12.4,14.3]
51   (109,116]   (117,147]           (0.436,0.601] (0.542,0.735] (16.5,26.4]
52 [66.1,96.8]   (110,117]           (0.318,0.436] [0.299,0.434] (12.4,14.3]
53   (103,109]   (110,117]           (0.318,0.436] (0.472,0.506] (10.3,12.4]
54 [66.1,96.8]  (97.1,104]            (0.601,1.16] [0.299,0.434] (16.5,26.4]
55  (96.8,103]   (110,117]            (0.601,1.16] (0.434,0.472] (14.3,16.5]
56   (103,109]   (104,110]           (0.202,0.318] [0.299,0.434] (10.3,12.4]
57   (103,109]   (117,147]           (0.318,0.436] (0.472,0.506] (12.4,14.3]
58   (109,116]  (97.1,104]           (0.202,0.318] (0.542,0.735] (16.5,26.4]
59   (103,109]   (104,110]           (0.436,0.601] (0.472,0.506] (14.3,16.5]
60 [66.1,96.8] [52.5,97.1]           (0.436,0.601] (0.472,0.506] (16.5,26.4]
61 [66.1,96.8] [52.5,97.1]           (0.436,0.601] [0.299,0.434] (16.5,26.4]
62 [66.1,96.8] [52.5,97.1]         [-0.0371,0.202] [0.299,0.434]  [3.7,10.3]
63   (103,109]   (117,147]           (0.202,0.318] (0.472,0.506] (12.4,14.3]
64   (116,146]   (110,117]           (0.318,0.436] (0.472,0.506]  [3.7,10.3]
65   (109,116]   (104,110]           (0.318,0.436] (0.506,0.542] (12.4,14.3]
66   (103,109]   (104,110]           (0.318,0.436] (0.506,0.542] (16.5,26.4]
   WinsInLast15    TmTOVPer         TSPer Incoming_Players_WS48      TRBPer
1         [0,5]   (12.1,14] (0.584,0.752]         (0.206,0.546] (55.4,67.3]
2         (7,9] (10.2,12.1]  (0.48,0.515]      [-0.0583,0.0478] (55.4,67.3]
3         (5,7] (16.5,27.8] (0.584,0.752]         (0.142,0.206] (55.4,67.3]
4         (7,9] (16.5,27.8] (0.546,0.584]         (0.142,0.206] (46.3,49.4]
5         (7,9]   (12.1,14] (0.584,0.752]      [-0.0583,0.0478] (52.3,55.4]
6         [0,5]   (14,16.5] (0.515,0.546]         (0.142,0.206] (52.3,55.4]
7         (5,7] (10.2,12.1]  (0.48,0.515]         (0.142,0.206] (55.4,67.3]
8         [0,5]  [2.7,10.2] (0.546,0.584]         (0.142,0.206] [31.4,46.3]
9       (11,15]  [2.7,10.2] (0.515,0.546]       (0.0478,0.0874] (46.3,49.4]
10        (5,7]   (14,16.5]   [0.28,0.48]        (0.0874,0.142] [31.4,46.3]
11       (9,11]  [2.7,10.2] (0.546,0.584]       (0.0478,0.0874] [31.4,46.3]
12        (5,7]   (14,16.5] (0.515,0.546]       (0.0478,0.0874] [31.4,46.3]
13       (9,11] (16.5,27.8]   [0.28,0.48]         (0.206,0.546] (49.4,52.3]
14       (9,11]   (14,16.5] (0.515,0.546]        (0.0874,0.142] (55.4,67.3]
15        [0,5]  [2.7,10.2]  (0.48,0.515]        (0.0874,0.142] [31.4,46.3]
16        (5,7]   (14,16.5] (0.515,0.546]         (0.206,0.546] (49.4,52.3]
17       (9,11] (10.2,12.1]  (0.48,0.515]        (0.0874,0.142] (55.4,67.3]
18        (7,9]   (14,16.5]   [0.28,0.48]       (0.0478,0.0874] (49.4,52.3]
19        (7,9] (16.5,27.8] (0.584,0.752]         (0.142,0.206] (55.4,67.3]
20       (9,11] (10.2,12.1] (0.515,0.546]         (0.206,0.546] (46.3,49.4]
21        (5,7]   (14,16.5]   [0.28,0.48]       (0.0478,0.0874] (46.3,49.4]
22        [0,5]   (12.1,14] (0.515,0.546]       (0.0478,0.0874] (55.4,67.3]
23        [0,5]   (14,16.5] (0.546,0.584]         (0.206,0.546] [31.4,46.3]
24        (5,7]  [2.7,10.2] (0.546,0.584]         (0.142,0.206] (52.3,55.4]
25        (5,7]   (14,16.5] (0.546,0.584]         (0.206,0.546] (55.4,67.3]
26        [0,5]   (14,16.5] (0.515,0.546]       (0.0478,0.0874] (46.3,49.4]
27       (9,11] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (49.4,52.3]
28        [0,5] (16.5,27.8] (0.546,0.584]         (0.206,0.546] (55.4,67.3]
29       (9,11]  [2.7,10.2]   [0.28,0.48]         (0.206,0.546] (46.3,49.4]
30        [0,5]   (12.1,14]   [0.28,0.48]         (0.206,0.546] (55.4,67.3]
31        (5,7]  [2.7,10.2] (0.515,0.546]        (0.0874,0.142] (55.4,67.3]
32        (5,7]   (14,16.5] (0.546,0.584]        (0.0874,0.142] (55.4,67.3]
33       (9,11] (10.2,12.1] (0.515,0.546]         (0.206,0.546] (55.4,67.3]
34        (7,9]  [2.7,10.2] (0.515,0.546]        (0.0874,0.142] (46.3,49.4]
35        (5,7] (16.5,27.8] (0.584,0.752]         (0.142,0.206] [31.4,46.3]
36      (11,15]   (12.1,14] (0.584,0.752]       (0.0478,0.0874] (55.4,67.3]
37       (9,11] (10.2,12.1]   [0.28,0.48]         (0.206,0.546] (52.3,55.4]
38        (5,7] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (46.3,49.4]
39      (11,15]  [2.7,10.2]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
40        (7,9]  [2.7,10.2] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
41        (7,9]   (12.1,14]   [0.28,0.48]         (0.142,0.206] (55.4,67.3]
42        (5,7]   (14,16.5] (0.584,0.752]       (0.0478,0.0874] (46.3,49.4]
43        (5,7]   (12.1,14] (0.515,0.546]       (0.0478,0.0874] (52.3,55.4]
44        (5,7]   (12.1,14] (0.584,0.752]        (0.0874,0.142] (46.3,49.4]
45       (9,11] (10.2,12.1] (0.515,0.546]         (0.206,0.546] (55.4,67.3]
46       (9,11]   (14,16.5] (0.515,0.546]         (0.206,0.546] (52.3,55.4]
47        (5,7]   (14,16.5]  (0.48,0.515]         (0.206,0.546] [31.4,46.3]
48        (7,9]   (14,16.5] (0.546,0.584]       (0.0478,0.0874] (52.3,55.4]
49        (5,7] (10.2,12.1]  (0.48,0.515]      [-0.0583,0.0478] (52.3,55.4]
50        (7,9] (10.2,12.1]   [0.28,0.48]       (0.0478,0.0874] [31.4,46.3]
51       (9,11]   (14,16.5] (0.584,0.752]        (0.0874,0.142] (46.3,49.4]
52        (5,7]  [2.7,10.2] (0.546,0.584]         (0.206,0.546] (55.4,67.3]
53      (11,15]   (12.1,14] (0.515,0.546]         (0.206,0.546] (55.4,67.3]
54      (11,15]   (14,16.5]  (0.48,0.515]      [-0.0583,0.0478] (55.4,67.3]
55       (9,11]   (12.1,14] (0.584,0.752]       (0.0478,0.0874] (46.3,49.4]
56        [0,5]  [2.7,10.2]   [0.28,0.48]         (0.142,0.206] [31.4,46.3]
57        (7,9]  [2.7,10.2] (0.546,0.584]        (0.0874,0.142] (55.4,67.3]
58        [0,5] (16.5,27.8] (0.546,0.584]      [-0.0583,0.0478] [31.4,46.3]
59       (9,11] (10.2,12.1]  (0.48,0.515]       (0.0478,0.0874] (49.4,52.3]
60        (7,9] (10.2,12.1]   [0.28,0.48]        (0.0874,0.142] (49.4,52.3]
61       (9,11] (16.5,27.8]  (0.48,0.515]         (0.142,0.206] [31.4,46.3]
62        (5,7] (16.5,27.8]   [0.28,0.48]         (0.206,0.546] (46.3,49.4]
63        (7,9] (10.2,12.1] (0.584,0.752]         (0.206,0.546] (52.3,55.4]
64        [0,5]   (14,16.5] (0.515,0.546]       (0.0478,0.0874] (55.4,67.3]
65        [0,5]  [2.7,10.2]  (0.48,0.515]      [-0.0583,0.0478] (49.4,52.3]
66        (5,7]   (14,16.5] (0.546,0.584]         (0.206,0.546] (49.4,52.3]
        BLKPer      STLPer Leaving_Players_WS48 Team_Prospect  Home
1      (4.1,6]    (9,11.1]        (0.123,0.202]  (-5.3,-1.15]  True
2      (4.1,6]   (5.7,7.5]      [-0.097,0.0326]       (2.4,6]  True
3      (4.1,6]   (5.7,7.5]        (0.202,0.747]  (-5.3,-1.15]  True
4      [0,4.1]    (9,11.1]      [-0.097,0.0326]   (-1.15,2.4] False
5   (7.9,10.3]   (5.7,7.5]        (0.123,0.202]   (-1.15,2.4]  True
6      (6,7.9]   (5.7,7.5]      [-0.097,0.0326]  (-5.3,-1.15]  True
7  (10.3,23.7]     (7.5,9]      (0.0326,0.0755]       (2.4,6]  True
8      (4.1,6]     [1,5.7]        (0.202,0.747]  (-5.3,-1.15] False
9      (4.1,6] (11.1,20.2]      [-0.097,0.0326]       (2.4,6]  True
10  (7.9,10.3]    (9,11.1]        (0.123,0.202]   (-1.15,2.4] False
11     (6,7.9]    (9,11.1]      (0.0326,0.0755]   (-1.15,2.4] False
12     (6,7.9]     (7.5,9]        (0.123,0.202]   (-1.15,2.4] False
13  (7.9,10.3] (11.1,20.2]       (0.0755,0.123]       (2.4,6] False
14     (4.1,6]     (7.5,9]       (0.0755,0.123]   (-1.15,2.4] False
15     (6,7.9] (11.1,20.2]      [-0.097,0.0326]  (-5.3,-1.15]  True
16  (7.9,10.3]     (7.5,9]       (0.0755,0.123]  (-5.3,-1.15]  True
17 (10.3,23.7]     (7.5,9]        (0.202,0.747]       (2.4,6]  True
18     [0,4.1]   (5.7,7.5]       (0.0755,0.123]       (2.4,6] False
19  (7.9,10.3]     (7.5,9]       (0.0755,0.123]       (2.4,6]  True
20 (10.3,23.7]     (7.5,9]      (0.0326,0.0755]       (2.4,6] False
21 (10.3,23.7]     (7.5,9]      [-0.097,0.0326]  (-5.3,-1.15] False
22     (4.1,6]    (9,11.1]       (0.0755,0.123]    [-15,-5.3]  True
23     (4.1,6]   (5.7,7.5]        (0.123,0.202]    [-15,-5.3] False
24 (10.3,23.7]     (7.5,9]       (0.0755,0.123]   (-1.15,2.4]  True
25 (10.3,23.7]   (5.7,7.5]        (0.123,0.202]  (-5.3,-1.15] False
26     (4.1,6]     [1,5.7]      (0.0326,0.0755]  (-5.3,-1.15] False
27 (10.3,23.7]   (5.7,7.5]        (0.202,0.747]       (2.4,6] False
28 (10.3,23.7]     [1,5.7]        (0.202,0.747]  (-5.3,-1.15]  True
29     (6,7.9]     (7.5,9]        (0.123,0.202]   (-1.15,2.4] False
30     (4.1,6]    (9,11.1]        (0.202,0.747]  (-5.3,-1.15]  True
31  (7.9,10.3]     [1,5.7]        (0.123,0.202]  (-5.3,-1.15] False
32     (6,7.9]     (7.5,9]      (0.0326,0.0755]  (-5.3,-1.15]  True
33     [0,4.1]   (5.7,7.5]       (0.0755,0.123]      (6,17.5] False
34     [0,4.1]     (7.5,9]      (0.0326,0.0755]   (-1.15,2.4] False
35 (10.3,23.7]     [1,5.7]      [-0.097,0.0326]  (-5.3,-1.15] False
36     (4.1,6]     [1,5.7]      [-0.097,0.0326]      (6,17.5]  True
37 (10.3,23.7] (11.1,20.2]      [-0.097,0.0326]       (2.4,6] False
38     (6,7.9]    (9,11.1]        (0.202,0.747]   (-1.15,2.4]  True
39  (7.9,10.3] (11.1,20.2]        (0.202,0.747]      (6,17.5]  True
